,SKU,Product_Name,Category,main_category,sub_category,Is_Bridal,Has_Discount,is_bestseller,Definition,Product_URL,Extra_Detail_on_Product,Delivery_Time,NeckPiece_Type,Earing_Type,Haaram_Length,Earring_Length,Dome_Width,Available_Options,Availability_Rope_Addon,Availability_Chain_Addon,Availability_Size_2.4,Availability_Size_2.6,Availability_Size_2.8,Availability_Size_2.10,Availability,Size_2.4_availability,Size_2.6_availability,Size_2.8_availability,Size_2.10_availability,Any_Size_Available,Rope_Cost,Chain_Cost,Size_2.4_Cost,Size_2.6_Cost,Size_2.8_Cost,Size_2.10_Cost,Base_Price_Without_Addon,Discounted_Base_Price_Without_Addon,Final_Price_with_Rope_Addon,Final_Price_with_Chain_Addon,american,antique,indo,kerala,mediterranean,traditional,royal,victorian,vintage,western,work,party,bold,invisible,goddess,floral,coin,krishna,lakshmi,maangaz,peacock,tamara,temple,coral,beaded,emerald,pearl,ruby,stoned
842,M75656,thara antique gold neckpiece set- Rash,"Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,antique gold finished goddess lakshmi designed black gold simplistic neckpiece set comes with a pair of lite weighted earrings,https://madeforhers.in/product/thara-antique-gold-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.4,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1479,No Discount,Not Applicable,Not Applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
843,M73493,Tharnika neckpiece set,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,antique gold finished heavy stone worked peacock and floral designed mid length neckpiece set,https://madeforhers.in/product/tharnika-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,2,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1639,No Discount,1639,1699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
844,M15773,Thirumal jadau neckpiece set,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,"antique golf finished exquisite and heavy jadau stone worked temple designer Thirumal , peacock and maangaz 3d worked cluster pearl mint green beaded neckpiece set",https://madeforhers.in/product/thirumal-jadau-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,2.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,2149,No Discount,2149,2209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
845,M54924,thirumal naamam attigai,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,Matte gold finished grand stone worked thirumal naamam and sangu chakram pattern attigai set,https://madeforhers.in/product/thirumal-naamam-attigai/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.1,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1169,No Discount,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,M54212,Thirumal neckpiece – angaraka,"Golden Jewellery, Neckpiece, New Arrivals, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,antique gold finished temple designed thirumal pattern exquisite heavy stone worked and premium pavazham beaded mini guttapusalu neckpiece set comes with the bold earstud,https://madeforhers.in/product/thirumal-neckpiece-angaraka/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1779,No Discount,1779,1839,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
847,M78552,thogai mittai- indhu,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,matte gold finished american diamond stone worked peacock and leafy pattern neckpiece set,https://madeforhers.in/product/thogai-mittai/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,Not Applicable,Not Applicable,1.1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,989,No Discount,989,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
848,M94727,Thooli interchangeables,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,Antique  gold finished  micro american diamond floral designed one base and five different colour interchangeables neckpiece set.,https://madeforhers.in/product/thooli-interchangeables/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,989,No Discount,989,1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
849,M62624,thoorighai – aadi,"Bridal Wears, Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,1,1,0,Antique gold finished nagas worked real gold look alike 3D pattern neckpiece set,https://madeforhers.in/product/thoorighai/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,2249,2149,2149,2209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,M45847,Triveni – lakshmi coin haaram- coinn,"Golden Jewellery, Haaram, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,"Matte gold finished goddess lakshmi coin designed haaram set, comes with a pair of light weighted earrings.",https://madeforhers.in/product/triveni-lakshmi-coin-haaram/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.9,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1729,No Discount,1729,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
851,M19938,triveni lakshmi coin neckpiece – Rash,"Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,matte gold finished goddess lakshmi coin designed neckpiece set,https://madeforhers.in/product/triveni-lakshmi-coin-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",premium quality nylon maroon rope,pushback,Not Applicable,1.8,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1429,No Discount,1429,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
852,M99173,trivia antique gold neckpiece set -lakshmi -top 10,"Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,antique gold finished goddess lakshmi and floral designed indo western neckpiece set,https://madeforhers.in/product/trivia-antique-gold-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,0.9,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,949,No Discount,949,1009,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
853,M95253,trivia version – 2 – top 10,"Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,antique gold finished american diamond stone worked floral pattern real diamond replica neckchain set,https://madeforhers.in/product/trivia-version-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,949,No Discount,949,1009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
854,M35335,Trivia version 3 -Sam,"Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,Gj polished white gold finished diamond replica patterns floral designed American diamond stone worked neckpiece set,https://madeforhers.in/product/trivia-version-3/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,0.3,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,999,No Discount,999,1059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
855,M93716,Trivia version 4,"Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,antique gold finished American diamond micro white stone worked star neck-chain set comes with the earstud,https://madeforhers.in/product/trivia-version-4/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,0.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1029,No Discount,1029,1089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,M17222,Trivia version 5,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,Gj polished diamond replica American diamond micro stone worked floral neckpiece set,https://madeforhers.in/product/trivia-version-5/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1059,No Discount,1059,1119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
857,M51611,tulasi neckpiece set,"Golden Jewellery, Neckpiece, New Arrivals, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,antique gold finished goddess Lakshmi and ball worked real gold inspired long haaram set with jhumkas,https://madeforhers.in/product/tulasi-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.4,0.4,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1329,No Discount,1329,1389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,M16375,Tushra – angaraka neckpiece set- exclusive,"Exclusive, Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,"antique gold finished goddess Lakshmi , peacock and coral red 3d worked neckpiece set comes with the bold jhumkies",https://madeforhers.in/product/tushra-angaraka-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,2,1.2,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,4149,No Discount,Not Applicable,Not Applicable,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
859,M23183,Uthara – temple designer midlength neckpiece set – Bride,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,Antique gold finished goddess Lakshmi and peacock  designed kemp  stone worked real gold look alike midlength  neckpiece set with statement earrings,https://madeforhers.in/product/uthara-temple-designer-midlength-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,2,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,2599,No Discount,2599,2659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
860,M66643,Vaani interchangeables neckpiece set,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,matte gold finished american diamond stone worked one base and four different color interchangeables neck piece set,https://madeforhers.in/product/vaani-interchangeables-neckpiece-set/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1079,No Discount,Not Applicable,Not Applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,M18939,vaaranam neckpiece set,"Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,matte gold finished elephant designed simplistic neckpiece set comes with a pair of earstud,https://madeforhers.in/product/vaaranam-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",premium quality nylon maroon rope,pushback,Not Applicable,0.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,949,No Discount,949,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,M66192,vaasavi neckpiece set version 2,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,antique gold finished goddess Lakshmi and half jhumka pattern American diamond stone worked neckpiece set,https://madeforhers.in/product/vaasavi-neckpiece-set-version-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1549,No Discount,1549,1609,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,M25745,vaasavi- jhumka neckpiece,"Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,"antique gold finished real gold inspired peacock , floral and jhumka designed neckpiece set",https://madeforhers.in/product/vaasavi-jhumka-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.2,0.2,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1449,No Discount,1449,1509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
864,M96437,vaibhavi jadau victorian neckpiece – mint green,"Bridal Wears, Exclusive, Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,1,1,0,antique gold finished real gold inspired exquisite premium jadau stone worked floral designed cluster pearl and english colour beaded long neckpiece set,https://madeforhers.in/product/vaibhavi-jadau-victorian-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.8,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,5599,4889,4889,4949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
865,M87555,Valli neckpiece,"Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,antique black gold finished goddess Lakshmi and peacock designed temple designer 3d worked neckpiece set with jhumkas,https://madeforhers.in/product/valli-neckpiece/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1889,No Discount,1889,1949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
866,M38184,vashi lakshmi coin neckpiece – coinn,"Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,antique gold finished Lakshmi coin worked neckpiece set,https://madeforhers.in/product/vashi-lakshmi-coin-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.7,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,849,No Discount,849,909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
867,M86959,veloni patry wear – lilac- RIHANA-cele,"American Diamond, Neckpiece, Silver Jewellery",Silver Jewellery,Neckpiece,0,0,0,silver plated american diamond micro stone worked trilayered neckpiece set,https://madeforhers.in/product/veloni-patry-wear/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.4,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1541,No Discount,1541,1601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,M58769,veloni version 2- Sam,"American Diamond, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,american diamond stoned floral pattern ruvy ston worked shimmering grand party wear neckpiece set,https://madeforhers.in/product/veloni-version-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1679,No Discount,1679,1739,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
869,M62935,veloni version 2- Sam,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,american diamond stoned floral pattern white stone worked shimmering grand party wear neckpiece set,https://madeforhers.in/product/veloni-version-2-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.6,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1679,No Discount,1679,1739,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
870,M68571,Venpa micro gold plated combo,"Bridal Wears, Golden Jewellery, Haaram, Neckpiece",Golden Jewellery,Neckpiece,1,0,0,micro gold plated traditional kerala style short and long neckpiece set.,https://madeforhers.in/product/venpa-micro-gold-plated-combo/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1549,No Discount,Not Applicable,Not Applicable,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,M16517,venpa set – Kerala style jewellery – palakka,"Golden Jewellery, Haaram, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,micro gold plated traditional yellow gold finished kerala style combo of short and long haaram set,https://madeforhers.in/product/venpa-set/,"The length of the necklace,haaram can be adjust it to your preference using the back rope or back chain attachment.","We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backchain,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1349,No Discount,Not Applicable,Not Applicable,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,M85922,Vetchi statement neckpiece,"Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,antique gold finished floral designed cluster pearl and golden beaded statement neckpiece set,https://madeforhers.in/product/vetchi-statement-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.8,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1599,No Discount,Not Applicable,Not Applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
873,M16888,Vibhuti Lakshmi coin neckpiece set- exclusive – coinn,"Exclusive, Golden Jewellery, Neckpiece, New Arrivals",Golden Jewellery,Neckpiece,0,0,0,antique gold finished goddess Lakshmi coin and premium stone worked real gold inspired neckpiece set comes with the bold jhumkies,https://madeforhers.in/product/vibhuti-lakshmi-coin-neckpiece-set/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,2399,No Discount,Not Applicable,Not Applicable,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
874,M17837,victoria interchangeables,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,antique black gold finished victoria heavy stone worked one base and four different colour interchangeables neckpiece set,https://madeforhers.in/product/victoria-interchangeables/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1749,No Discount,Not Applicable,Not Applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,M34782,Victoria interchangeables neckpiece set,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,1,0,Antique  gold finished american diamond  micro stone worked one base and four different color interchangeables  victoria neck piece set,https://madeforhers.in/product/victoria-interchangeables-neckpiece-set-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1739,1699,1699,1759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,M35382,Victoria interchangeables neckpiece set – mint green,"Golden Jewellery, Neckpiece, Sale",Golden Jewellery,Neckpiece,0,1,0,Antique  gold finished american diamond  micro stone worked one base and four different color interchangeables  victoria neck piece set,https://madeforhers.in/product/victoria-interchangeables-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.1,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1739,1699,Not Applicable,Not Applicable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,M73163,victoria mangaz midlength neckpiece set-royal,"Golden Jewellery, Neckpiece",Golden Jewellery,Neckpiece,0,0,0,antique gold finished exquisite victoria heavy stone worked mangaz pattern midlength neckpiece set,https://madeforhers.in/product/mangaz-victoria-midlength-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.3,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1789,No Discount,1789,1849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,M43311,victoria neckpiece – Guest look 2,"Golden Jewellery, Neckpiece, Re Stocks",Golden Jewellery,Neckpiece,0,0,0,matte gold finished peacock designed emerold green block stoned guttapusalu neckpiece set,https://madeforhers.in/product/victoria-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.3,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1489,No Discount,1489,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
